player,nationality,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,season_long,position,position_2,position_3,position_4,minutes_per90,match_teams,season_match_teams,home_xg,away_xg,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,age_per90,goals_per90,assists_per90,pens_made_per90,pens_att_per90,shots_per90,shots_on_target_per90,cards_yellow_per90,cards_red_per90,touches_per90,tackles_per90,interceptions_per90,blocks_per90,xg_per90,npxg_per90,xg_assist_per90,sca_per90,gca_per90,passes_completed_per90,passes_per90,passes_pct_per90,progressive_passes_per90,carries_per90,progressive_carries_per90,take_ons_per90,take_ons_won_per90,passes_total_distance_per90,passes_progressive_distance_per90,passes_completed_short_per90,passes_short_per90,passes_pct_short_per90,passes_completed_medium_per90,passes_medium_per90,passes_pct_medium_per90,passes_completed_long_per90,passes_long_per90,passes_pct_long_per90,pass_xa_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,passes_offsides_per90,passes_blocked_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenge_tackles_pct_per90,challenges_lost_per90,blocked_shots_per90,blocked_passes_per90,tackles_interceptions_per90,clearances_per90,errors_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_won_pct_per90,take_ons_tackled_per90,take_ons_tackled_pct_per90,carries_distance_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,passes_received_per90,progressive_passes_received_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,pens_won_per90,pens_conceded_per90,own_goals_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90,aerials_won_pct_per90,minutes_per90_per90,home_xg_per90,away_xg_per90,home_score_per90,away_score_per90,Unnamed: 0_per90
Tammy Abraham,ENG,20,90.0,0,0,0,0,3,1,0,0,23.0,0.0,0,0.0,0.6,0.6,0.3,5.0,0.0,8.0,14.0,57.1,2.0,17.0,2.0,3.0,3.0,93.0,41.0,6.0,9.0,66.7,2.0,3.0,66.7,0.0,2.0,0.0,0.2,1.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,17.0,6.0,23.0,100.0,0.0,0.0,121.0,61.0,2.0,1.0,1.0,5.0,20.0,8.0,0,2,1,0,0.0,0.0,0,3.0,2.0,3.0,40.0,True,2017-2018,FW,None,None,None,1.0,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,20.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.6,0.6,0.3,5.0,0.0,8.0,14.0,57.1,2.0,17.0,2.0,3.0,3.0,93.0,41.0,6.0,9.0,66.7,2.0,3.0,66.7,0.0,2.0,0.0,0.2,1.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,17.0,6.0,23.0,100.0,0.0,0.0,121.0,61.0,2.0,1.0,1.0,5.0,20.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,40.0,1.0,1.3,0.9,0.0,1.0,112.0
Jordan Ayew,GHA,26,78.0,0,0,0,0,4,0,0,0,34.0,1.0,2,2.0,0.5,0.5,0.0,2.0,0.0,16.0,19.0,84.2,2.0,16.0,3.0,4.0,1.0,227.0,26.0,9.0,10.0,90.0,7.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,14.0,18.0,5.0,34.0,25.0,3.0,75.0,127.0,70.0,2.0,1.0,0.0,1.0,24.0,5.0,0,3,1,0,0.0,0.0,0,2.0,1.0,3.0,25.0,True,2017-2018,LW,None,None,None,0.8666666666666667,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,30.0,0.0,0.0,0.0,0.0,4.615384615384615,0.0,0.0,0.0,39.230769230769226,1.1538461538461537,2.3076923076923075,2.3076923076923075,0.5769230769230769,0.5769230769230769,0.0,2.3076923076923075,0.0,18.46153846153846,21.923076923076923,97.15384615384616,2.3076923076923075,18.46153846153846,3.4615384615384612,4.615384615384615,1.1538461538461537,261.9230769230769,30.0,10.384615384615385,11.538461538461538,103.84615384615384,8.076923076923077,8.076923076923077,115.38461538461539,0.0,0.0,0.0,0.0,0.0,1.1538461538461537,1.1538461538461537,0.0,20.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,2.3076923076923075,3.4615384615384612,1.1538461538461537,0.0,0.0,2.3076923076923075,16.153846153846153,20.76923076923077,5.769230769230769,39.230769230769226,28.846153846153847,3.4615384615384612,86.53846153846153,146.53846153846155,80.76923076923076,2.3076923076923075,1.1538461538461537,0.0,1.1538461538461537,27.69230769230769,5.769230769230769,0.0,3.4615384615384612,1.1538461538461537,0.0,0.0,0.0,0.0,2.3076923076923075,1.1538461538461537,3.4615384615384612,28.846153846153847,1.0,1.5,1.0384615384615385,0.0,1.1538461538461537,129.23076923076923
Oliver McBurnie,SCO,21,12.0,0,0,0,0,1,1,0,0,8.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,4.0,6.0,66.7,1.0,4.0,0.0,1.0,1.0,37.0,1.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,8.0,100.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0,0,1,0,0.0,0.0,0,1.0,2.0,1.0,66.7,True,2017-2018,LW,None,None,None,0.13333333333333333,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,157.5,0.0,0.0,0.0,0.0,7.5,7.5,0.0,0.0,60.0,0.0,0.0,0.0,0.75,0.75,0.0,7.5,0.0,30.0,45.0,500.25,7.5,30.0,0.0,7.5,7.5,277.5,7.5,15.0,30.0,375.0,7.5,7.5,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.5,30.0,7.5,60.0,750.0,0.0,0.0,60.0,15.0,0.0,0.0,7.5,0.0,37.5,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.5,15.0,7.5,500.25,1.0,9.75,6.75,0.0,7.5,840.0
Nathan Dyer,ENG,29,90.0,0,0,0,0,0,0,0,0,47.0,2.0,0,2.0,0.0,0.0,0.2,3.0,0.0,25.0,35.0,71.4,4.0,29.0,5.0,8.0,4.0,284.0,84.0,18.0,21.0,85.7,5.0,10.0,50.0,0.0,1.0,0.0,0.5,1.0,2.0,2.0,0.0,33.0,2.0,1.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,23.0,22.0,4.0,47.0,50.0,4.0,50.0,282.0,190.0,2.0,2.0,2.0,0.0,34.0,11.0,0,0,3,0,0.0,0.0,0,7.0,1.0,0.0,100.0,True,2017-2018,RW,None,None,None,1.0,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,2.0,0.0,0.0,0.2,3.0,0.0,25.0,35.0,71.4,4.0,29.0,5.0,8.0,4.0,284.0,84.0,18.0,21.0,85.7,5.0,10.0,50.0,0.0,1.0,0.0,0.5,1.0,2.0,2.0,0.0,33.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,23.0,22.0,4.0,47.0,50.0,4.0,50.0,282.0,190.0,2.0,2.0,2.0,0.0,34.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,100.0,1.0,1.3,0.9,0.0,1.0,112.0
Tom Carroll,ENG,25,58.0,0,0,0,0,1,0,0,0,39.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,34.0,73.5,2.0,17.0,0.0,1.0,1.0,446.0,127.0,10.0,12.0,83.3,14.0,17.0,82.4,1.0,5.0,20.0,0.0,0.0,3.0,1.0,0.0,33.0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,26.0,9.0,2.0,39.0,100.0,0.0,0.0,88.0,41.0,2.0,0.0,2.0,0.0,30.0,4.0,0,1,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0,True,2017-2018,LM,None,None,None,0.6444444444444445,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,38.79310344827586,0.0,0.0,0.0,0.0,1.5517241379310345,0.0,0.0,0.0,60.51724137931034,1.5517241379310345,0.0,0.0,0.0,0.0,0.0,3.103448275862069,0.0,38.79310344827586,52.75862068965517,114.05172413793103,3.103448275862069,26.379310344827584,0.0,1.5517241379310345,1.5517241379310345,692.0689655172413,197.06896551724137,15.517241379310343,18.620689655172413,129.25862068965515,21.72413793103448,26.379310344827584,127.86206896551724,1.5517241379310345,7.758620689655172,31.034482758620687,0.0,0.0,4.655172413793103,1.5517241379310345,0.0,51.206896551724135,1.5517241379310345,0.0,0.0,1.5517241379310345,3.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,1.5517241379310345,1.5517241379310345,1.5517241379310345,0.0,0.0,0.0,1.5517241379310345,0.0,1.5517241379310345,0.0,0.0,1.5517241379310345,0.0,0.0,1.5517241379310345,6.206896551724138,40.3448275862069,13.96551724137931,3.103448275862069,60.51724137931034,155.17241379310343,0.0,0.0,136.55172413793102,63.62068965517241,3.103448275862069,0.0,3.103448275862069,0.0,46.55172413793103,6.206896551724138,0.0,1.5517241379310345,0.0,0.0,0.0,0.0,0.0,4.655172413793103,0.0,3.103448275862069,0.0,1.0,2.0172413793103448,1.396551724137931,0.0,1.5517241379310345,173.79310344827584
Luciano Narsingh,NED,27,32.0,0,0,0,0,1,0,0,0,14.0,0.0,0,0.0,0.3,0.3,0.1,2.0,0.0,9.0,12.0,75.0,2.0,11.0,2.0,0.0,0.0,147.0,36.0,4.0,5.0,80.0,5.0,6.0,83.3,0.0,1.0,0.0,0.1,2.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,2.0,14.0,0.0,0.0,0.0,63.0,33.0,0.0,2.0,0.0,0.0,13.0,3.0,0,0,2,1,0.0,0.0,0,2.0,0.0,1.0,0.0,True,2017-2018,LM,None,None,None,0.35555555555555557,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,75.9375,0.0,0.0,0.0,0.0,2.8125,0.0,0.0,0.0,39.375,0.0,0.0,0.0,0.8437499999999999,0.8437499999999999,0.28125,5.625,0.0,25.3125,33.75,210.9375,5.625,30.9375,5.625,0.0,0.0,413.4375,101.25,11.25,14.0625,225.0,14.0625,16.875,234.28124999999997,0.0,2.8125,0.0,0.28125,5.625,0.0,5.625,2.8125,33.75,0.0,0.0,0.0,0.0,8.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8125,8.4375,28.125,5.625,39.375,0.0,0.0,0.0,177.1875,92.8125,0.0,5.625,0.0,0.0,36.5625,8.4375,0.0,0.0,5.625,2.8125,0.0,0.0,0.0,5.625,0.0,2.8125,0.0,1.0,3.65625,2.53125,0.0,2.8125,315.0
Ki Sung-yueng,KOR,28,90.0,0,0,0,0,0,0,0,0,60.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,49.0,59.0,83.1,3.0,25.0,0.0,0.0,0.0,1121.0,242.0,12.0,16.0,75.0,24.0,26.0,92.3,12.0,16.0,75.0,0.0,0.0,5.0,0.0,0.0,52.0,7.0,4.0,0.0,0.0,5,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,39.0,7.0,0.0,60.0,0.0,0.0,0.0,120.0,51.0,0.0,0.0,0.0,0.0,40.0,1.0,0,0,0,0,0.0,0.0,0,4.0,2.0,1.0,66.7,True,2017-2018,CM,None,None,None,1.0,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,59.0,83.1,3.0,25.0,0.0,0.0,0.0,1121.0,242.0,12.0,16.0,75.0,24.0,26.0,92.3,12.0,16.0,75.0,0.0,0.0,5.0,0.0,0.0,52.0,7.0,4.0,0.0,0.0,5.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,39.0,7.0,0.0,60.0,0.0,0.0,0.0,120.0,51.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,66.7,1.0,1.3,0.9,0.0,1.0,112.0
Leroy Fer,NED,27,90.0,0,0,0,0,0,0,0,0,66.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,47.0,62.0,75.8,7.0,22.0,2.0,1.0,0.0,866.0,151.0,18.0,21.0,85.7,21.0,27.0,77.8,7.0,11.0,63.6,0.1,0.0,4.0,0.0,0.0,60.0,2.0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,43.0,18.0,2.0,66.0,0.0,1.0,100.0,121.0,65.0,1.0,0.0,1.0,1.0,53.0,7.0,0,1,1,0,0.0,0.0,0,7.0,5.0,2.0,71.4,True,2017-2018,RM,None,None,None,1.0,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,62.0,75.8,7.0,22.0,2.0,1.0,0.0,866.0,151.0,18.0,21.0,85.7,21.0,27.0,77.8,7.0,11.0,63.6,0.1,0.0,4.0,0.0,0.0,60.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,43.0,18.0,2.0,66.0,0.0,1.0,100.0,121.0,65.0,1.0,0.0,1.0,1.0,53.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,71.4,1.0,1.3,0.9,0.0,1.0,112.0
Sam Clucas,ENG,27,78.0,0,0,0,0,0,0,1,0,44.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,38.0,68.4,4.0,18.0,1.0,0.0,0.0,397.0,92.0,14.0,16.0,87.5,12.0,14.0,85.7,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,13.0,5.0,0.0,0.0,9,3.0,5.0,4.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,6.0,22.0,16.0,0.0,44.0,0.0,0.0,0.0,95.0,63.0,1.0,0.0,1.0,1.0,21.0,7.0,0,0,1,0,0.0,0.0,0,3.0,0.0,0.0,0.0,True,2017-2018,LB,None,None,None,0.8666666666666667,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,31.153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,1.1538461538461537,0.0,50.76923076923077,1.1538461538461537,0.0,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,30.0,43.84615384615385,78.92307692307693,4.615384615384615,20.76923076923077,1.1538461538461537,0.0,0.0,458.07692307692304,106.15384615384615,16.153846153846153,18.46153846153846,100.96153846153845,13.846153846153845,16.153846153846153,98.88461538461539,0.0,9.23076923076923,0.0,0.0,0.0,2.3076923076923075,0.0,0.0,28.846153846153847,15.0,5.769230769230769,0.0,0.0,10.384615384615385,3.4615384615384612,5.769230769230769,4.615384615384615,1.1538461538461537,0.0,0.0,1.1538461538461537,1.1538461538461537,1.1538461538461537,0.0,0.0,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,1.1538461538461537,2.3076923076923075,0.0,2.3076923076923075,6.9230769230769225,25.384615384615383,18.46153846153846,0.0,50.76923076923077,0.0,0.0,0.0,109.61538461538461,72.6923076923077,1.1538461538461537,0.0,1.1538461538461537,1.1538461538461537,24.23076923076923,8.076923076923077,0.0,0.0,1.1538461538461537,0.0,0.0,0.0,0.0,3.4615384615384612,0.0,0.0,0.0,1.0,1.5,1.0384615384615385,0.0,1.1538461538461537,129.23076923076923
Wayne Routledge,ENG,32,12.0,0,0,0,0,0,0,0,0,13.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,10.0,60.0,2.0,3.0,1.0,0.0,0.0,113.0,60.0,2.0,4.0,50.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,13.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,7.0,3.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,True,2017-2018,LB,None,None,None,0.13333333333333333,Brighton_Swansea_City,Brighton_Swansea_City_2017,1.3,0.9,0.0,1.0,2017-11-04,Mike Dean,Liberty Stadium,Sat,15:00,"20,822",112,Brighton,Swansea City,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,22.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,45.0,75.0,450.0,15.0,22.5,7.5,0.0,0.0,847.5,450.0,15.0,30.0,375.0,22.5,22.5,750.0,7.5,7.5,750.0,0.0,0.0,15.0,0.0,0.0,67.5,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,15.0,7.5,15.0,15.0,750.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,30.0,37.5,37.5,0.0,97.5,0.0,0.0,0.0,127.5,82.5,0.0,0.0,0.0,0.0,52.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,750.0,1.0,9.75,6.75,0.0,7.5,840.0
