player,nationality,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,season_long,position,position_2,position_3,position_4,minutes_per90,match_teams,season_match_teams,home_xg,away_xg,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,age_per90,goals_per90,assists_per90,pens_made_per90,pens_att_per90,shots_per90,shots_on_target_per90,cards_yellow_per90,cards_red_per90,touches_per90,tackles_per90,interceptions_per90,blocks_per90,xg_per90,npxg_per90,xg_assist_per90,sca_per90,gca_per90,passes_completed_per90,passes_per90,passes_pct_per90,progressive_passes_per90,carries_per90,progressive_carries_per90,take_ons_per90,take_ons_won_per90,passes_total_distance_per90,passes_progressive_distance_per90,passes_completed_short_per90,passes_short_per90,passes_pct_short_per90,passes_completed_medium_per90,passes_medium_per90,passes_pct_medium_per90,passes_completed_long_per90,passes_long_per90,passes_pct_long_per90,pass_xa_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,passes_offsides_per90,passes_blocked_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenge_tackles_pct_per90,challenges_lost_per90,blocked_shots_per90,blocked_passes_per90,tackles_interceptions_per90,clearances_per90,errors_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_won_pct_per90,take_ons_tackled_per90,take_ons_tackled_pct_per90,carries_distance_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,passes_received_per90,progressive_passes_received_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,pens_won_per90,pens_conceded_per90,own_goals_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90,aerials_won_pct_per90,minutes_per90_per90,home_xg_per90,away_xg_per90,home_score_per90,away_score_per90,Unnamed: 0_per90
Salomon Rondon,VEN,28,72.0,1,0,0,0,1,1,0,0,27.0,0.0,1,1.0,0.7,0.7,0.0,3.0,2.0,11.0,16.0,68.8,1.0,18.0,2.0,1.0,1.0,122.0,16.0,7.0,8.0,87.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,14.0,3.0,27.0,100.0,0.0,0.0,89.0,48.0,2.0,1.0,3.0,3.0,20.0,3.0,0,2,2,0,0.0,0.0,0,4.0,4.0,11.0,26.7,True,2017-2018,FW,None,None,None,0.8,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,35.0,1.25,0.0,0.0,0.0,1.25,1.25,0.0,0.0,33.75,0.0,1.25,1.25,0.8749999999999999,0.8749999999999999,0.0,3.75,2.5,13.75,20.0,85.99999999999999,1.25,22.5,2.5,1.25,1.25,152.5,20.0,8.75,10.0,109.375,2.5,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,1.25,1.25,0.0,0.0,0.0,2.5,15.0,17.5,3.75,33.75,125.0,0.0,0.0,111.25,60.0,2.5,1.25,3.75,3.75,25.0,3.75,0.0,2.5,2.5,0.0,0.0,0.0,0.0,5.0,5.0,13.75,33.375,1.0,2.3749999999999996,1.7499999999999998,2.5,2.5,88.75
Hal Robson-Kanu,WAL,28,18.0,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,4.0,7.0,57.1,2.0,6.0,1.0,0.0,0.0,99.0,39.0,1.0,3.0,33.3,1.0,1.0,100.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,11.0,0.0,0.0,0.0,42.0,14.0,0.0,0.0,2.0,2.0,7.0,2.0,0,0,2,0,0.0,0.0,0,1.0,0.0,2.0,0.0,True,2017-2018,FW,None,None,None,0.2,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,0.0,20.0,35.0,285.5,10.0,30.0,5.0,0.0,0.0,495.0,195.0,5.0,15.0,166.49999999999997,5.0,5.0,500.0,10.0,10.0,500.0,0.0,10.0,5.0,5.0,0.0,30.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,25.0,5.0,55.0,0.0,0.0,0.0,210.0,70.0,0.0,0.0,10.0,10.0,35.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0,9.499999999999998,6.999999999999999,10.0,10.0,355.0
Chris Brunt,NIR,32,61.0,0,0,0,0,0,0,0,0,36.0,3.0,0,0.0,0.0,0.0,0.3,3.0,1.0,19.0,30.0,63.3,2.0,20.0,0.0,0.0,0.0,430.0,215.0,8.0,10.0,80.0,6.0,10.0,60.0,5.0,7.0,71.4,0.2,2.0,2.0,1.0,0.0,27.0,3.0,1.0,0.0,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,14.0,17.0,6.0,0.0,36.0,0.0,0.0,0.0,81.0,40.0,0.0,0.0,1.0,0.0,19.0,3.0,0,0,0,0,0.0,0.0,0,8.0,1.0,0.0,100.0,True,2017-2018,LW,CM,None,None,0.6777777777777778,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,47.213114754098356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.114754098360656,4.426229508196721,0.0,0.0,0.0,0.0,0.44262295081967207,4.426229508196721,1.4754098360655736,28.0327868852459,44.26229508196721,93.39344262295081,2.9508196721311473,29.508196721311474,0.0,0.0,0.0,634.4262295081967,317.21311475409834,11.803278688524589,14.754098360655737,118.0327868852459,8.852459016393443,14.754098360655737,88.52459016393442,7.377049180327869,10.327868852459016,105.34426229508198,0.29508196721311475,2.9508196721311473,2.9508196721311473,1.4754098360655736,0.0,39.83606557377049,4.426229508196721,1.4754098360655736,0.0,0.0,4.426229508196721,1.4754098360655736,1.4754098360655736,1.4754098360655736,0.0,0.0,0.0,1.4754098360655736,2.9508196721311473,0.0,4.426229508196721,0.0,1.4754098360655736,1.4754098360655736,147.54098360655738,0.0,0.0,0.0,4.426229508196721,7.377049180327869,0.0,5.9016393442622945,20.65573770491803,25.08196721311475,8.852459016393443,0.0,53.114754098360656,0.0,0.0,0.0,119.50819672131146,59.01639344262295,0.0,0.0,1.4754098360655736,0.0,28.0327868852459,4.426229508196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.803278688524589,1.4754098360655736,0.0,147.54098360655738,1.0,2.80327868852459,2.065573770491803,2.9508196721311473,2.9508196721311473,104.75409836065573
Jake Livermore,ENG,27,29.0,0,0,0,0,0,0,1,0,12.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,1.0,3.0,0.0,0.0,0.0,135.0,36.0,5.0,5.0,100.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0,2,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,True,2017-2018,CM,None,None,None,0.32222222222222224,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,83.79310344827586,0.0,0.0,0.0,0.0,0.0,0.0,3.103448275862069,0.0,37.241379310344826,6.206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.93103448275862,31.034482758620687,279.31034482758616,3.103448275862069,9.310344827586206,0.0,0.0,0.0,418.9655172413793,111.72413793103448,15.517241379310343,15.517241379310343,310.34482758620686,12.413793103448276,12.413793103448276,310.34482758620686,0.0,3.103448275862069,0.0,0.0,0.0,3.103448275862069,0.0,0.0,31.034482758620687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.103448275862069,0.0,6.206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.206896551724138,0.0,0.0,3.103448275862069,9.310344827586206,27.93103448275862,0.0,0.0,37.241379310344826,0.0,0.0,0.0,71.37931034482759,3.103448275862069,0.0,0.0,0.0,0.0,15.517241379310343,0.0,0.0,6.206896551724138,0.0,0.0,0.0,0.0,0.0,6.206896551724138,0.0,0.0,0.0,1.0,5.896551724137931,4.344827586206896,6.206896551724138,6.206896551724138,220.3448275862069
Matt Phillips,SCO,26,57.0,0,0,0,0,2,1,0,0,27.0,3.0,1,1.0,0.1,0.1,0.0,0.0,0.0,9.0,17.0,52.9,1.0,15.0,2.0,1.0,1.0,99.0,35.0,8.0,8.0,100.0,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2,1.0,1.0,1.0,2.0,3.0,66.7,1.0,0.0,1.0,4.0,1.0,0.0,2.0,9.0,7.0,11.0,4.0,27.0,100.0,0.0,0.0,66.0,41.0,1.0,1.0,2.0,1.0,10.0,2.0,0,0,0,1,0.0,0.0,0,7.0,1.0,1.0,50.0,True,2017-2018,RW,None,None,None,0.6333333333333333,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,41.05263157894737,0.0,0.0,0.0,0.0,3.1578947368421053,1.5789473684210527,0.0,0.0,42.631578947368425,4.736842105263158,1.5789473684210527,1.5789473684210527,0.15789473684210528,0.15789473684210528,0.0,0.0,0.0,14.210526315789474,26.842105263157897,83.52631578947368,1.5789473684210527,23.68421052631579,3.1578947368421053,1.5789473684210527,1.5789473684210527,156.31578947368422,55.26315789473684,12.631578947368421,12.631578947368421,157.89473684210526,1.5789473684210527,7.894736842105264,31.578947368421055,0.0,3.1578947368421053,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,23.68421052631579,3.1578947368421053,0.0,0.0,0.0,6.315789473684211,0.0,3.1578947368421053,3.1578947368421053,0.0,0.0,0.0,3.1578947368421053,3.1578947368421053,1.5789473684210527,1.5789473684210527,1.5789473684210527,3.1578947368421053,4.736842105263158,105.31578947368422,1.5789473684210527,0.0,1.5789473684210527,6.315789473684211,1.5789473684210527,0.0,3.1578947368421053,14.210526315789474,11.052631578947368,17.36842105263158,6.315789473684211,42.631578947368425,157.89473684210526,0.0,0.0,104.21052631578948,64.73684210526316,1.5789473684210527,1.5789473684210527,3.1578947368421053,1.5789473684210527,15.789473684210527,3.1578947368421053,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,0.0,11.052631578947368,1.5789473684210527,1.5789473684210527,78.94736842105263,1.0,3.0,2.2105263157894735,3.1578947368421053,3.1578947368421053,112.10526315789474
James McClean,IRL,28,33.0,0,0,0,0,2,1,1,0,12.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,9.0,44.4,0.0,10.0,2.0,1.0,0.0,51.0,0.0,3.0,3.0,100.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,4,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,2.0,12.0,0.0,1.0,100.0,87.0,43.0,0.0,1.0,0.0,2.0,9.0,3.0,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,True,2017-2018,LW,None,None,None,0.36666666666666664,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,76.36363636363637,0.0,0.0,0.0,0.0,5.454545454545455,2.7272727272727275,2.7272727272727275,0.0,32.72727272727273,0.0,0.0,0.0,0.27272727272727276,0.27272727272727276,0.0,0.0,0.0,10.90909090909091,24.545454545454547,121.0909090909091,0.0,27.272727272727273,5.454545454545455,2.7272727272727275,0.0,139.0909090909091,0.0,8.181818181818182,8.181818181818182,272.72727272727275,2.7272727272727275,10.90909090909091,68.18181818181819,0.0,5.454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,16.363636363636363,8.181818181818182,0.0,0.0,0.0,10.90909090909091,0.0,8.181818181818182,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7272727272727275,0.0,2.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,10.90909090909091,8.181818181818182,16.363636363636363,5.454545454545455,32.72727272727273,0.0,2.7272727272727275,272.72727272727275,237.27272727272728,117.27272727272728,0.0,2.7272727272727275,0.0,5.454545454545455,24.545454545454547,8.181818181818182,0.0,2.7272727272727275,0.0,0.0,0.0,0.0,0.0,5.454545454545455,0.0,0.0,0.0,1.0,5.181818181818182,3.8181818181818183,5.454545454545455,5.454545454545455,193.63636363636365
Jay Rodriguez,ENG,28,90.0,0,0,0,0,2,0,0,0,34.0,1.0,0,1.0,0.1,0.1,0.0,1.0,0.0,14.0,20.0,70.0,2.0,21.0,1.0,4.0,1.0,302.0,107.0,4.0,5.0,80.0,5.0,7.0,71.4,3.0,5.0,60.0,0.0,0.0,2.0,0.0,0.0,17.0,3.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,8.0,15.0,13.0,1.0,34.0,25.0,3.0,75.0,134.0,71.0,2.0,0.0,2.0,0.0,20.0,9.0,0,2,1,0,0.0,0.0,0,8.0,1.0,0.0,100.0,True,2017-2018,AM,RW,None,None,1.0,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,1.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,14.0,20.0,70.0,2.0,21.0,1.0,4.0,1.0,302.0,107.0,4.0,5.0,80.0,5.0,7.0,71.4,3.0,5.0,60.0,0.0,0.0,2.0,0.0,0.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,8.0,15.0,13.0,1.0,34.0,25.0,3.0,75.0,134.0,71.0,2.0,0.0,2.0,0.0,20.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0,1.0,1.9,1.4,2.0,2.0,71.0
Gareth Barry,ENG,36,90.0,0,0,0,0,0,0,0,0,37.0,3.0,0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,2.0,10.0,0.0,0.0,0.0,311.0,76.0,14.0,15.0,93.3,8.0,10.0,80.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,17.0,19.0,1.0,0.0,37.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,16.0,0.0,0,1,0,0,0.0,0.0,0,1.0,3.0,2.0,60.0,True,2017-2018,DM,CM,None,None,1.0,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,2.0,10.0,0.0,0.0,0.0,311.0,76.0,14.0,15.0,93.3,8.0,10.0,80.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,17.0,19.0,1.0,0.0,37.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,60.0,1.0,1.9,1.4,2.0,2.0,71.0
Grzegorz Krychowiak,POL,27,90.0,0,1,0,0,0,0,0,0,47.0,4.0,6,1.0,0.0,0.0,0.7,3.0,1.0,31.0,35.0,88.6,5.0,32.0,1.0,4.0,1.0,609.0,199.0,11.0,12.0,91.7,10.0,11.0,90.9,8.0,10.0,80.0,0.2,1.0,5.0,1.0,0.0,34.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,1.0,10.0,0.0,0.0,1.0,14.0,29.0,5.0,0.0,47.0,25.0,3.0,75.0,147.0,61.0,1.0,0.0,0.0,2.0,26.0,2.0,0,0,2,0,0.0,0.0,0,11.0,1.0,0.0,100.0,True,2017-2018,DM,CM,None,None,1.0,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,6.0,1.0,0.0,0.0,0.7,3.0,1.0,31.0,35.0,88.6,5.0,32.0,1.0,4.0,1.0,609.0,199.0,11.0,12.0,91.7,10.0,11.0,90.9,8.0,10.0,80.0,0.2,1.0,5.0,1.0,0.0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,1.0,10.0,0.0,0.0,1.0,14.0,29.0,5.0,0.0,47.0,25.0,3.0,75.0,147.0,61.0,1.0,0.0,0.0,2.0,26.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,100.0,1.0,1.9,1.4,2.0,2.0,71.0
Kieran Gibbs,ENG,28,90.0,0,0,0,0,0,0,0,0,50.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,65.6,5.0,21.0,1.0,5.0,4.0,366.0,137.0,11.0,15.0,73.3,7.0,8.0,87.5,3.0,8.0,37.5,0.0,0.0,1.0,1.0,0.0,27.0,5.0,2.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,4.0,12.0,0.0,7.0,26.0,12.0,12.0,2.0,50.0,80.0,1.0,20.0,220.0,26.0,1.0,0.0,0.0,2.0,19.0,3.0,0,0,2,0,0.0,0.0,0,5.0,2.0,1.0,66.7,True,2017-2018,LB,None,None,None,1.0,Watford_West_Brom,Watford_West_Brom_2017,1.9,1.4,2.0,2.0,2017-09-30,Michael Oliver,The Hawthorns,Sat,15:00,"24,606",71,draw,draw,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,65.6,5.0,21.0,1.0,5.0,4.0,366.0,137.0,11.0,15.0,73.3,7.0,8.0,87.5,3.0,8.0,37.5,0.0,0.0,1.0,1.0,0.0,27.0,5.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,4.0,12.0,0.0,7.0,26.0,12.0,12.0,2.0,50.0,80.0,1.0,20.0,220.0,26.0,1.0,0.0,0.0,2.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,66.7,1.0,1.9,1.4,2.0,2.0,71.0
