player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3,position_4
Eddie Nketiah,14,eng ENG,24,73,1,0,0,0,3,1,0,0,26.0,1.0,0,1.0,0.2,0.2,0.0,1.0,0.0,16.0,16.0,100.0,0.0,14.0,0.0,3.0,0.0,1.0,203.0,5.0,12.0,12.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,15.0,6.0,26.0,0.0,2.0,66.7,41.0,9.0,0.0,0.0,1.0,1.0,18.0,4.0,0,0,1,1,0.0,0.0,0,1.0,2.0,0.0,100.0,True,ARS,NOT,1.0,2023-2024,FW,,,
Leandro Trossard,19,be BEL,28,17,0,0,0,0,0,0,0,0,12.0,1.0,0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,10.0,70.0,1.0,5.0,1.0,1.0,1.0,0.0,93.0,22.0,3.0,4.0,75.0,4.0,5.0,80.0,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,12.0,100.0,0.0,0.0,63.0,55.0,1.0,0.0,1.0,0.0,5.0,0.0,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,True,ARS,NOT,1.0,2023-2024,LM,LW,,
Gabriel Martinelli,11,br BRA,22,85,0,1,0,0,0,0,0,0,47.0,1.0,0,1.0,0.0,0.0,0.2,3.0,1.0,31.0,33.0,93.9,3.0,35.0,3.0,4.0,2.0,1.0,556.0,124.0,13.0,14.0,92.9,15.0,16.0,93.8,3.0,3.0,100.0,0.2,3.0,0.0,1.0,0.0,31.0,2.0,0.0,0.0,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,16.0,27.0,4.0,47.0,50.0,2.0,50.0,197.0,91.0,3.0,2.0,1.0,4.0,32.0,9.0,0,2,2,0,0.0,0.0,0,8.0,1.0,5.0,16.7,True,ARS,NOT,1.0,2023-2024,LW,,,
Gabriel Magalhaes,6,br BRA,25,5,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,33.0,6.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,True,ARS,NOT,1.0,2023-2024,CB,,,
Bukayo Saka,7,eng ENG,21,90,1,0,0,0,3,2,0,0,81.0,5.0,0,1.0,0.2,0.2,0.1,4.0,0.0,49.0,67.0,73.1,3.0,62.0,11.0,2.0,0.0,1.0,787.0,133.0,24.0,28.0,85.7,21.0,28.0,75.0,3.0,5.0,60.0,0.2,3.0,2.0,2.0,1.0,62.0,5.0,0.0,1.0,0.0,9,1.0,4.0,4.0,0.0,0.0,0.0,2.0,4,2.0,1.0,2.0,3.0,5.0,60.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,20.0,57.0,7.0,81.0,0.0,1.0,50.0,415.0,197.0,3.0,2.0,1.0,1.0,67.0,20.0,0,2,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0,True,ARS,NOT,1.0,2023-2024,RW,,,
Kai Havertz,29,de GER,24,90,0,0,0,0,2,0,0,0,65.0,1.0,1,1.0,0.1,0.1,0.2,3.0,0.0,47.0,54.0,87.0,4.0,54.0,3.0,1.0,0.0,1.0,683.0,114.0,28.0,31.0,90.3,16.0,18.0,88.9,2.0,2.0,100.0,0.2,2.0,2.0,1.0,0.0,51.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,34.0,29.0,4.0,65.0,0.0,1.0,100.0,244.0,119.0,2.0,0.0,1.0,1.0,58.0,10.0,0,2,4,0,0.0,0.0,0,2.0,3.0,4.0,42.9,True,ARS,NOT,1.0,2023-2024,LM,FW,,
Declan Rice,41,eng ENG,24,90,0,0,0,0,3,3,0,0,103.0,4.0,1,0.0,0.2,0.2,0.0,0.0,0.0,84.0,91.0,92.3,3.0,86.0,1.0,2.0,0.0,1.0,1328.0,279.0,47.0,48.0,97.9,33.0,35.0,94.3,4.0,6.0,66.7,0.0,0.0,7.0,0.0,0.0,90.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,3.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,24.0,65.0,15.0,1.0,103.0,0.0,1.0,50.0,444.0,178.0,1.0,0.0,3.0,0.0,87.0,4.0,0,2,1,0,0.0,0.0,0,5.0,1.0,4.0,20.0,True,ARS,NOT,1.0,2023-2024,CM,,,
Martin Odegaard,8,no NOR,24,90,0,0,0,0,3,0,0,0,80.0,3.0,0,0.0,0.1,0.1,0.0,6.0,0.0,55.0,69.0,79.7,9.0,65.0,8.0,0.0,0.0,1.0,761.0,137.0,36.0,41.0,87.8,15.0,19.0,78.9,2.0,4.0,50.0,0.1,1.0,4.0,4.0,0.0,62.0,6.0,1.0,2.0,0.0,3,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,30.0,46.0,4.0,80.0,,0.0,,396.0,196.0,4.0,2.0,2.0,1.0,62.0,6.0,0,0,2,0,0.0,0.0,0,7.0,0.0,0.0,,True,ARS,NOT,1.0,2023-2024,RM,,,
Jurrien Timber,12,nl NED,22,49,0,0,0,0,0,0,1,0,51.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,7.0,39.0,0.0,0.0,0.0,1.0,654.0,152.0,21.0,22.0,95.5,23.0,26.0,88.5,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,44.0,5.0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,38.0,5.0,0.0,51.0,,0.0,,127.0,86.0,2.0,0.0,0.0,0.0,39.0,3.0,0,2,0,1,0.0,0.0,0,2.0,1.0,0.0,100.0,True,ARS,NOT,1.0,2023-2024,LB,,,
Takehiro Tomiyasu,18,jp JPN,24,41,0,0,0,0,1,1,0,0,48.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37.0,43.0,86.0,3.0,39.0,0.0,0.0,0.0,0.0,572.0,131.0,18.0,20.0,90.0,18.0,20.0,90.0,1.0,3.0,33.3,0.0,0.0,4.0,0.0,0.0,41.0,2.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,2.0,13.0,31.0,4.0,1.0,48.0,,0.0,,176.0,106.0,1.0,0.0,0.0,0.0,38.0,1.0,0,0,0,0,0.0,0.0,0,1.0,2.0,2.0,50.0,True,ARS,NOT,1.0,2023-2024,LB,,,
William Saliba,2,fr FRA,22,90,0,1,0,0,0,0,0,0,132.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,127.0,130.0,97.7,7.0,114.0,0.0,0.0,0.0,1.0,2180.0,834.0,58.0,60.0,96.7,61.0,61.0,100.0,8.0,8.0,100.0,0.0,1.0,4.0,1.0,0.0,128.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,7.0,37.0,92.0,3.0,1.0,132.0,,0.0,,489.0,316.0,0.0,0.0,0.0,0.0,112.0,0.0,0,1,1,0,0.0,0.0,0,5.0,1.0,0.0,100.0,True,ARS,NOT,1.0,2023-2024,CB,,,
Ben White,4,eng ENG,25,90,0,0,0,0,0,0,1,0,110.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,94.0,106.0,88.7,7.0,91.0,2.0,1.0,0.0,1.0,1467.0,464.0,43.0,46.0,93.5,47.0,51.0,92.2,3.0,7.0,42.9,0.0,0.0,10.0,2.0,0.0,103.0,3.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,5.0,34.0,65.0,11.0,1.0,110.0,0.0,1.0,100.0,383.0,234.0,1.0,0.0,0.0,0.0,92.0,1.0,0,0,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0,True,ARS,NOT,1.0,2023-2024,CB,RB,,
Thomas Partey,5,gh GHA,30,90,0,0,0,0,0,0,0,0,113.0,2.0,2,1.0,0.0,0.0,0.1,6.0,2.0,100.0,107.0,93.5,11.0,80.0,5.0,1.0,1.0,1.0,1556.0,429.0,55.0,58.0,94.8,38.0,40.0,95.0,4.0,6.0,66.7,0.1,2.0,16.0,2.0,0.0,97.0,10.0,5.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,4.0,0.0,0.0,2.0,17.0,74.0,23.0,1.0,113.0,100.0,0.0,0.0,377.0,242.0,6.0,0.0,0.0,1.0,83.0,0.0,0,0,0,0,0.0,0.0,0,9.0,0.0,2.0,0.0,True,ARS,NOT,1.0,2023-2024,RB,LM,,
Aaron Ramsdale,1,eng ENG,25,90,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,0.0,20.0,0.0,0.0,0.0,1.0,527.0,374.0,8.0,8.0,100.0,10.0,10.0,100.0,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,23.0,30.0,0.0,0.0,0.0,30.0,,0.0,,128.0,77.0,0.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,True,ARS,NOT,1.0,2023-2024,GK,,,
Brennan Johnson,20,wls WAL,22,79,0,0,0,0,1,0,0,0,15.0,1.0,0,2.0,0.3,0.3,0.0,0.0,0.0,6.0,6.0,100.0,0.0,11.0,1.0,2.0,0.0,1.0,115.0,17.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,7.0,3.0,2.0,15.0,0.0,1.0,50.0,48.0,14.0,0.0,0.0,1.0,1.0,10.0,2.0,0,1,2,0,0.0,0.0,0,4.0,0.0,1.0,0.0,False,NOT,ARS,1.0,2023-2024,FW,RW,,
Anthony Elanga,21,se SWE,21,11,0,1,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.6,3.0,1.0,2.0,3.0,66.7,1.0,4.0,1.0,0.0,0.0,0.0,34.0,23.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,,0.6,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,,0.0,,87.0,68.0,1.0,1.0,0.0,0.0,4.0,1.0,0,0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0,False,NOT,ARS,1.0,2023-2024,RW,,,
Morgan Gibbs-White,10,eng ENG,23,90,0,0,0,0,1,0,0,0,34.0,1.0,1,0.0,0.1,0.1,0.2,1.0,0.0,12.0,20.0,60.0,2.0,19.0,2.0,7.0,3.0,1.0,283.0,121.0,5.0,7.0,71.4,2.0,3.0,66.7,5.0,9.0,55.6,0.2,1.0,3.0,0.0,0.0,16.0,4.0,1.0,1.0,0.0,4,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,12.0,10.0,13.0,2.0,34.0,42.9,4.0,57.1,99.0,61.0,2.0,0.0,2.0,0.0,19.0,1.0,0,1,1,0,0.0,0.0,0,4.0,2.0,0.0,100.0,False,NOT,ARS,1.0,2023-2024,LW,LM,,
Danilo,28,br BRA,22,70,0,0,0,0,0,0,0,0,26.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,57.9,3.0,10.0,2.0,2.0,2.0,1.0,201.0,62.0,4.0,6.0,66.7,5.0,6.0,83.3,1.0,3.0,33.3,0.0,0.0,2.0,1.0,0.0,15.0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,2.0,0.0,2.0,3.0,66.7,1.0,0.0,1.0,3.0,1.0,0.0,3.0,7.0,14.0,5.0,1.0,26.0,100.0,0.0,0.0,62.0,41.0,2.0,0.0,1.0,1.0,11.0,1.0,0,0,0,0,0.0,0.0,0,4.0,1.0,1.0,50.0,False,NOT,ARS,1.0,2023-2024,RW,,,
Taiwo Awoniyi,9,ng NGA,26,20,1,0,0,0,1,1,0,0,10.0,0.0,0,0.0,0.6,0.6,0.0,1.0,1.0,3.0,5.0,60.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,19.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,2.0,10.0,,0.0,,32.0,12.0,0.0,0.0,1.0,1.0,6.0,2.0,0,0,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,False,NOT,ARS,1.0,2023-2024,FW,LW,,
Ola Aina,43,ng NGA,26,71,0,0,0,0,1,0,1,0,23.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,14.0,64.3,0.0,8.0,1.0,2.0,1.0,1.0,228.0,172.0,3.0,7.0,42.9,3.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,12.0,8.0,3.0,0.0,23.0,50.0,0.0,0.0,59.0,33.0,1.0,0.0,0.0,1.0,9.0,1.0,0,1,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,False,NOT,ARS,1.0,2023-2024,LM,,,
Neco Williams,7,wls WAL,22,19,0,0,0,0,0,0,0,0,7.0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,60.0,1.0,5.0,1.0,1.0,1.0,0.0,71.0,43.0,0.0,0.0,,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,7.0,100.0,0.0,0.0,47.0,32.0,0.0,0.0,1.0,2.0,2.0,0.0,0,0,1,0,0.0,0.0,0,3.0,0.0,0.0,,False,NOT,ARS,1.0,2023-2024,LM,LB,,
Orel Mangala,5,be BEL,25,89,0,0,0,0,0,0,1,0,21.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,10.0,13.0,76.9,1.0,13.0,0.0,2.0,0.0,1.0,170.0,68.0,5.0,7.0,71.4,3.0,3.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,10.0,8.0,3.0,0.0,21.0,0.0,1.0,50.0,54.0,18.0,0.0,0.0,1.0,3.0,11.0,0.0,0,3,1,0,0.0,0.0,0,2.0,0.0,0.0,,False,NOT,ARS,1.0,2023-2024,CM,,,
Cheikhou Kouyate,8,sn SEN,33,1,0,0,0,0,1,0,0,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,21.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,,0.0,,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,False,NOT,ARS,1.0,2023-2024,CM,,,
Ryan Yates,22,eng ENG,25,90,0,0,0,0,0,0,0,0,38.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,26.0,80.8,2.0,14.0,3.0,1.0,0.0,1.0,308.0,163.0,13.0,16.0,81.3,6.0,6.0,100.0,1.0,2.0,50.0,0.0,0.0,3.0,1.0,0.0,25.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,19.0,9.0,0.0,38.0,0.0,1.0,100.0,79.0,53.0,2.0,0.0,2.0,1.0,15.0,0.0,0,2,3,1,0.0,0.0,0,4.0,2.0,0.0,100.0,False,NOT,ARS,1.0,2023-2024,CM,RM,,
Serge Aurier,24,ci CIV,30,90,0,0,0,0,0,0,0,0,20.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,50.0,1.0,11.0,0.0,1.0,0.0,1.0,100.0,47.0,2.0,2.0,100.0,4.0,7.0,57.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,9.0,6.0,6.0,2.0,20.0,0.0,1.0,100.0,46.0,22.0,0.0,1.0,2.0,1.0,14.0,5.0,0,0,2,0,0.0,0.0,0,3.0,2.0,2.0,50.0,False,NOT,ARS,1.0,2023-2024,RM,RB,,
Scott McKenna,26,sct SCO,26,90,0,0,0,0,0,0,0,0,32.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,61.9,0.0,10.0,0.0,0.0,0.0,1.0,248.0,121.0,5.0,6.0,83.3,6.0,11.0,54.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,4.0,0.0,4.0,14.0,17.0,1.0,0.0,32.0,,0.0,,29.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,0,1,1,0,0.0,0.0,0,2.0,3.0,0.0,100.0,False,NOT,ARS,1.0,2023-2024,CB,,,
Joe Worrall,4,eng ENG,26,89,0,0,0,0,0,0,0,0,24.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,62.5,0.0,11.0,0.0,0.0,0.0,1.0,214.0,97.0,2.0,3.0,66.7,7.0,8.0,87.5,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,5.0,0.0,10.0,19.0,4.0,1.0,1.0,24.0,,0.0,,29.0,14.0,0.0,0.0,0.0,0.0,12.0,1.0,0,1,0,0,0.0,0.0,0,1.0,4.0,2.0,66.7,False,NOT,ARS,1.0,2023-2024,CB,,,
Chris Wood,11,nz NZL,31,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,False,NOT,ARS,1.0,2023-2024,FW,,,
Willy Boly,30,ci CIV,32,90,0,0,0,0,1,1,0,0,40.0,2.0,0,1.0,0.2,0.2,0.3,1.0,0.0,23.0,31.0,74.2,2.0,15.0,0.0,0.0,0.0,1.0,376.0,156.0,10.0,12.0,83.3,12.0,15.0,80.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,26.0,5.0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,2.0,2.0,0.0,6.0,20.0,17.0,3.0,1.0,40.0,,0.0,,68.0,43.0,0.0,0.0,0.0,0.0,19.0,0.0,0,2,0,0,0.0,0.0,0,4.0,4.0,3.0,57.1,False,NOT,ARS,1.0,2023-2024,CB,,,
Matt Turner,1,us USA,29,90,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,66.7,0.0,21.0,0.0,0.0,0.0,1.0,812.0,656.0,2.0,2.0,100.0,10.0,10.0,100.0,10.0,20.0,50.0,0.0,0.0,2.0,0.0,0.0,21.0,12.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,0.0,0.0,0.0,35.0,,0.0,,208.0,149.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,False,NOT,ARS,1.0,2023-2024,GK,,,
Neal Maupay,13,fr FRA,26,71,0,0,0,0,4,3,0,0,19.0,0.0,0,1.0,1.3,1.3,0.1,2.0,0.0,8.0,9.0,88.9,0.0,9.0,1.0,0.0,0.0,1.0,127.0,9.0,4.0,4.0,100.0,4.0,5.0,80.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,9.0,6.0,19.0,,0.0,,58.0,14.0,1.0,1.0,3.0,2.0,11.0,3.0,0,1,0,2,0.0,0.0,0,4.0,0.0,1.0,0.0,True,EVE,FUL,1.0,2023-2024,FW,,,
Arnaut Danjuma Groeneveld,10,nl NED,26,19,0,0,0,0,0,0,0,0,8.0,0.0,1,0.0,0.0,0.0,0.2,0.0,0.0,3.0,5.0,60.0,2.0,4.0,1.0,1.0,0.0,0.0,76.0,5.0,1.0,1.0,100.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,8.0,0.0,1.0,100.0,29.0,17.0,0.0,1.0,0.0,0.0,5.0,3.0,0,0,0,1,0.0,0.0,0,0.0,1.0,0.0,100.0,True,EVE,FUL,1.0,2023-2024,FW,,,
Abdoulaye Doucoure,16,ml MLI,30,90,0,0,0,0,2,1,0,0,36.0,0.0,0,2.0,0.6,0.6,0.8,3.0,0.0,22.0,27.0,81.5,3.0,20.0,3.0,2.0,0.0,1.0,316.0,70.0,10.0,13.0,76.9,10.0,10.0,100.0,0.0,0.0,,0.1,3.0,2.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,13.0,19.0,4.0,36.0,0.0,2.0,100.0,141.0,82.0,2.0,0.0,1.0,0.0,25.0,3.0,0,0,0,0,0.0,0.0,0,3.0,1.0,2.0,33.3,True,EVE,FUL,1.0,2023-2024,FW,,,
